toCheck,checked,checkedOld,checkedAlt,explanation,wordType,originalWordGender,originalWordNumb,wordID
demis,,demi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5835
démis,,démi‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,,5836
démise,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5837
démises,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5838
démissionnaire,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5839
démissionnaires,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5840
démobilisateur,,démobilisateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5841
démobilisé,démobilisé‧e,démobilisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5842
démobilisés,démobilisé‧e‧s,démobilisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5843
démocrate-chrétien,démocrate-chrétien‧ne,démocrate-chrétien‧ne,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5844
démodé,démodé‧e,démodé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5845
démodée,démodé‧e,démodé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5846
démodées,démodé‧e‧s,démodé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5847
démodés,démodé‧e‧s,démodé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5848
démonstratif,démonstratif‧ve,démonstratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5849
démonstratifs,démonstratif‧ve‧s,démonstratif‧ve‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5850
démonstrative,démonstratif‧ve,démonstratif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5851
démontables,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5852
démonté,démonté‧e,démonté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5853
démontée,démonté‧e,démonté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5854
démontées,démonté‧e‧s,démonté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5855
démontés,démonté‧e‧s,démonté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5856
démontrable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5857
démoralisant,,démoralisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5858
démoralisante,,démoralisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5859
démoralisants,,démoralisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5860
démoralisateurs,,démoralisateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5861
démoralisé,démoralisé‧e,démoralisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5862
démoralisée,démoralisé‧e,démoralisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5863
démoralisées,démoralisé‧e‧s,démoralisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5864
démoralisés,démoralisé‧e‧s,démoralisé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5865
démotique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5866
démuni,,démuni‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5867
démunie,,démuni‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5868
démunies,,démuni‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5869
démunis,,démuni‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5870
démystificatrice,,démystificateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5871
dénaturé,dénaturé‧e,dénaturé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5872
dénaturée,dénaturé‧e,dénaturé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5873
dénaturées,dénaturé‧e‧s,dénaturé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5874
dénaturés,dénaturé‧e‧s,dénaturé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5875
dénégateurs,,dénégateur‧trice‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5876
dénigrant,,dénigrant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5877
dénigrante,,dénigrant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5878
dénivelé,dénivelé‧e,dénivelé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5879
dénivelés,dénivelé‧e‧s,dénivelé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5880
dénominatif,dénominatif‧ve,dénominatif‧ve,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5881
dénommé,dénommé‧e,dénommé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5882
dénommée,dénommé‧e,dénommé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5883
dénonciatrice,,dénonciateur‧trice,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5884
dental,,dental‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5885
dentale,,dentale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5886
dentales,,dentaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5887
denté,denté‧e,denté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5888
dentée,denté‧e,denté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5889
dentées,denté‧e‧s,denté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5890
dentelé,dentelé‧e,dentelé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5891
dentelée,dentelé‧e,dentelé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5892
dentelées,dentelé‧e‧s,dentelé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5893
dentelés,dentelé‧e‧s,dentelé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5894
dentellière,dentellier‧ère,dentellier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5895
dentés,denté‧e‧s,denté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5896
dentifrice,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5897
dénudé,dénudé‧e,dénudé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5898
dénudée,dénudé‧e,dénudé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5899
dénudées,dénudé‧e‧s,dénudé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5900
dénudés,dénudé‧e‧s,dénudé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5901
dénué,dénué‧e,dénué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5902
dénuée,dénué‧e,dénué‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5903
dénués,dénué‧e‧s,dénué‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5904
déodorant,,déodorant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5905
déodorants,,déodorant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5906
déontologique,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5907
dépareillé,dépareillé‧e,dépareillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5908
dépareillée,dépareillé‧e,dépareillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5909
dépareillées,dépareillé‧e‧s,dépareillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5910
dépareillés,dépareillé‧e‧s,dépareillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5911
départemental,,départemental‧le,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5912
départementale,,départementale,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5913
départementales,,départementaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5914
départementaux,,départementaux‧ales,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5915
dépassé,dépassé‧e,dépassé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5916
dépassée,dépassé‧e,dépassé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5917
dépassées,dépassé‧e‧s,dépassé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5918
dépassés,dépassé‧e‧s,dépassé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5919
dépaysant,,dépaysant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5920
dépaysante,,dépaysant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5921
dépaysantes,,dépaysant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5922
dépeint,,dépeint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5923
dépeinte,,dépeint‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5924
dépeintes,,dépeint‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5925
dépeints,,dépeint‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5926
dépenaillé,dépenaillé‧e,dépenaillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5927
dépenaillée,dépenaillé‧e,dépenaillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5928
dépenaillées,dépenaillé‧e‧s,dépenaillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5929
dépenaillés,dépenaillé‧e‧s,dépenaillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5930
dépendant,,dépendant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5931
dépendante,,dépendant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5932
dépendantes,,dépendant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5933
dépendants,,dépendant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5934
dépensier,dépensier‧ère,dépensier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5935
dépensière,dépensier‧ère,dépensier‧ère,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5936
dépensiers,dépensier‧ère‧s,dépensier‧ère‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5937
dépersonnalisée,dépersonnalisé‧e,dépersonnalisé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5938
dépeuplé,dépeuplé‧e,dépeuplé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5939
dépeuplée,dépeuplé‧e,dépeuplé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5940
dépeuplées,dépeuplé‧e‧s,dépeuplé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5941
dépeuplés,dépeuplé‧e‧s,dépeuplé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5942
déphasé,déphasé‧e,déphasé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5943
déphasée,déphasé‧e,déphasé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5944
déphasés,déphasé‧e‧s,déphasé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5945
dépité,dépité‧e,dépité‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5946
dépitée,dépité‧e,dépité‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5947
dépités,dépité‧e‧s,dépité‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5948
déplacé,déplacé‧e,déplacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5949
déplacée,déplacé‧e,déplacé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5950
déplacées,déplacé‧e‧s,déplacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5951
déplacés,déplacé‧e‧s,déplacé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5952
déplaisant,,déplaisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5953
déplaisante,,déplaisant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5954
déplaisantes,,déplaisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5955
déplaisants,,déplaisant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5956
dépliable,,,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5957
dépliant,,dépliant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5958
dépliante,,dépliant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5959
dépliants,,dépliant‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5960
déployé,déployé‧e,déployé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5961
déployée,déployé‧e,déployé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5962
déployées,déployé‧e‧s,déployé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5963
déployés,déployé‧e‧s,déployé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5964
déplumé,déplumé‧e,déplumé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5965
déplumée,déplumé‧e,déplumé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5966
déplumés,déplumé‧e‧s,déplumé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5967
dépoitraillé,dépoitraillé‧e,dépoitraillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5968
dépoitraillée,dépoitraillé‧e,dépoitraillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5969
dépoitraillées,dépoitraillé‧e‧s,dépoitraillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5970
dépoitraillés,dépoitraillé‧e‧s,dépoitraillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5971
dépoli,,dépoli‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5972
dépolie,,dépoli‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5973
dépolies,,dépoli‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5974
dépolis,,dépoli‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5975
déporté,déporté‧e,déporté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5976
déportée,déporté‧e,déporté‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5977
déportées,déporté‧e‧s,déporté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5978
déportés,déporté‧e‧s,déporté‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5979
déposant,,déposant‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5980
dépouillé,dépouillé‧e,dépouillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5981
dépouillée,dépouillé‧e,dépouillé‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5982
dépouillées,dépouillé‧e‧s,dépouillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5983
dépouillés,dépouillé‧e‧s,dépouillé‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5984
dépourvu,dépourvu‧e,dépourvu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,s,5985
dépourvue,dépourvu‧e,dépourvu‧e,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,s,5986
dépourvues,dépourvu‧e‧s,dépourvu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,f,p,5987
dépourvus,dépourvu‧e‧s,dépourvu‧e‧s,,L'adjectif est remplacé par son équivalent inclusif.,adjectif,m,p,5988
